time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,raw_watts,raw_heartrate,left_right_balance,hrv
1286,301,74,188,6443.92,865.2,43.70401,40.28652,3.144,26,39,301,188,54,322
1287,296,73,188,6446.94,865.6,43.703987,40.286537,3.088,26,39,296,188,54,323
1288,282,71,188,6449.98,866.0,43.703964,40.286552,3.228,26,38,282,188,54,323
1289,294,75,187,6453.2,866.4,43.703934,40.286564,3.163,26,37,294,187,52,320
1290,293,75,187,6456.36,866.8,43.703907,40.286575,3.06,26,37,293,187,52,322
1291,274,72,187,6459.35,867.0,43.70388,40.286587,2.865,26,36,274,187,51,321
1292,328,78,187,6462.38,867.4,43.703857,40.2866,3.079,26,40,328,187,43,320
1293,401,76,188,6465.73,867.6,43.703827,40.28661,3.294,26,50,401,188,43,321
1294,314,79,188,6469.12,868.0,43.703796,40.286625,3.238,26,38,314,188,56,322
1295,411,83,188,6472.32,868.4,43.70377,40.286633,3.126,26,47,411,188,51,323
1296,300,82,188,6475.68,868.8,43.703743,40.286648,3.462,26,35,300,188,65,320
1297,283,77,188,6479.14,869.2,43.703712,40.286667,3.284,26,35,283,188,51,322
1298,350,77,188,6482.27,869.4,43.70369,40.286686,3.284,25,43,350,188,48,323
1299,350,83,188,6485.78,869.8,43.70366,40.2867,3.499,25,40,350,188,55,319
1300,264,79,187,6489.45,870.0,43.70363,40.286716,3.387,25,32,264,187,53,319
1301,341,83,187,6493.16,870.2,43.703594,40.28673,3.564,25,39,341,187,53,323
1302,238,78,187,6496.75,870.6,43.703564,40.28674,3.434,25,29,238,187,49,643
1303,246,75,187,6500.23,870.8,43.703533,40.28675,3.284,25,31,246,187,45,322
1304,328,78,187,6503.72,871.2,43.703503,40.286762,3.322,25,40,328,187,58,321
1305,279,76,187,6507.08,871.4,43.703476,40.286774,3.303,25,35,279,187,48,323
1306,295,75,187,6510.42,872.2,43.703445,40.286785,3.238,25,38,295,187,48,318
1307,353,78,187,6513.75,872.4,43.70342,40.286797,3.303,25,43,353,187,50,321
1308,292,77,187,6517.06,872.6,43.70339,40.286808,3.303,25,36,292,187,62,323
1309,313,76,187,6520.47,873.0,43.70336,40.286827,3.275,25,39,313,187,47,321
1310,350,82,187,6523.65,873.4,43.703335,40.286846,3.322,25,41,350,187,55,322
1311,255,77,187,6527.17,873.8,43.70331,40.286873,3.424,25,32,255,187,59,319
1312,249,74,187,6530.62,874.2,43.703285,40.286896,3.191,25,32,249,187,47,321
1313,286,75,187,6533.87,874.4,43.70326,40.28692,3.088,25,36,286,187,56,323
1314,244,71,188,6536.9,874.6,43.703236,40.286938,2.976,25,33,244,188,47,321
1315,343,73,187,6540.14,874.8,43.703213,40.286964,3.042,25,45,343,187,55,322
1316,288,72,187,6543.3,875.0,43.70319,40.286987,3.032,25,38,288,187,55,323
1317,359,76,188,6546.42,875.2,43.70317,40.287014,3.032,25,45,359,188,50,324
1318,253,74,188,6549.62,875.8,43.70315,40.287045,3.06,25,33,253,188,55,320
1319,292,72,188,6552.88,876.0,43.703133,40.287075,2.986,25,39,292,188,50,323
1320,243,69,188,6556.11,876.4,43.703114,40.2871,2.939,25,34,243,188,47,321
1321,294,70,188,6559.3,876.8,43.70309,40.287132,2.911,25,40,294,188,51,321
1322,316,71,187,6562.37,877.2,43.70307,40.28716,2.967,25,43,316,187,59,319
1323,245,71,187,6565.67,877.6,43.703053,40.28719,2.948,25,33,245,187,59,325
1324,299,69,188,6568.86,878.0,43.703033,40.28722,2.948,25,41,299,188,51,320
1325,336,73,188,6571.83,878.4,43.703014,40.287247,3.088,25,44,336,188,49,324
1326,294,74,187,6575.03,879.0,43.702995,40.287277,3.126,25,38,294,187,46,320
1327,273,72,187,6578.28,879.4,43.702976,40.287304,3.079,25,36,273,187,46,324
1328,276,70,188,6581.52,879.6,43.702953,40.28733,2.995,25,38,276,188,52,320
1329,262,70,187,6584.48,880.0,43.702934,40.287357,2.93,25,36,262,187,47,319
1330,294,73,187,6587.82,880.4,43.70292,40.28739,3.079,25,38,294,187,56,326
1331,254,72,188,6590.83,880.6,43.702904,40.287422,2.995,25,34,254,188,54,318
1332,277,73,188,6594.13,880.8,43.70289,40.287457,2.958,25,36,277,188,48,325
1333,299,73,188,6597.31,881.2,43.70287,40.28749,3.051,25,39,299,188,48,319
1334,279,72,187,6600.48,881.6,43.702854,40.28752,3.107,25,37,279,187,53,323
1335,267,72,187,6603.58,881.8,43.702835,40.28755,3.051,25,35,267,187,49,321
1336,306,72,188,6606.72,882.2,43.70282,40.287582,2.986,25,41,306,188,50,322
1337,306,73,187,6610.27,882.4,43.702797,40.287617,3.182,25,40,306,187,59,320
1338,295,73,187,6613.38,882.8,43.70278,40.287647,3.088,25,39,295,187,59,321
1339,276,72,188,6616.51,883.0,43.702763,40.287678,3.042,25,37,276,188,50,323
1340,301,73,188,6620.06,883.4,43.702744,40.287712,3.088,25,39,301,188,50,322
1341,237,71,188,6623.32,883.6,43.70273,40.287743,2.893,25,32,237,188,47,325
1342,276,69,188,6626.25,884.0,43.70271,40.287773,3.107,25,38,276,188,52,318
1343,287,70,188,6629.54,884.6,43.702694,40.287807,3.042,25,39,287,188,55,323
1344,285,71,188,6632.68,884.8,43.702682,40.28784,3.004,25,38,285,188,55,323
1345,258,71,188,6636.13,885.2,43.702667,40.28788,3.116,25,35,258,188,55,319
1346,308,74,188,6639.56,885.2,43.702652,40.287914,3.004,25,40,308,188,53,324
1347,279,72,188,6642.82,885.6,43.702633,40.28795,3.107,25,37,279,188,43,322
1348,330,72,188,6646.03,885.8,43.702618,40.287983,3.079,25,44,330,188,56,321
1349,298,72,188,6649.22,886.0,43.702602,40.288013,3.032,25,40,298,188,49,321
1350,255,70,188,6652.28,886.4,43.702587,40.288048,3.023,25,35,255,188,53,322
1351,277,70,188,6655.38,886.8,43.702576,40.288082,2.967,25,38,277,188,53,323
1352,315,74,188,6658.23,887.0,43.702568,40.288116,2.939,25,41,315,188,47,319
1353,325,73,188,6661.42,887.4,43.702557,40.28815,3.042,25,43,325,188,52,324
1354,310,75,188,6664.48,887.8,43.702545,40.288185,3.088,25,39,310,188,52,323
1355,289,72,188,6667.84,888.0,43.702534,40.288223,3.023,25,38,289,188,47,322
1356,250,71,188,6670.83,888.2,43.702522,40.288258,3.004,25,34,250,188,53,321
1357,325,74,188,6674.11,888.6,43.70251,40.288296,3.042,25,42,325,188,54,644
1358,281,72,188,6677.32,888.8,43.7025,40.288334,3.004,25,37,281,188,47,324
1359,319,73,188,6680.32,889.2,43.702496,40.28837,2.846,25,42,319,188,50,323
1360,287,74,188,6683.61,889.4,43.702488,40.28841,3.126,25,37,287,188,55,320
1361,251,74,188,6687.22,889.8,43.702484,40.288456,3.051,25,32,251,188,55,322
1362,295,72,188,6690.88,890.2,43.70248,40.288498,3.07,25,39,295,188,47,323
1363,379,77,188,6694.36,890.8,43.702477,40.288544,3.182,25,47,379,188,50,322
1364,270,75,188,6698.0,891.2,43.702473,40.288586,3.219,25,34,270,188,60,323
1365,333,74,188,6701.39,891.4,43.702473,40.288628,3.116,25,43,333,188,51,322
1366,318,76,188,6705.0,891.6,43.702473,40.288673,3.228,25,40,318,188,56,323
1367,294,76,188,6708.4,892.0,43.702473,40.288715,3.2,25,37,294,188,56,322
1368,259,72,188,6712.23,892.4,43.702473,40.288765,3.219,25,34,259,188,50,320
1369,320,71,188,6716.05,892.6,43.702473,40.28881,3.051,25,43,320,188,55,324
1370,263,70,188,6719.49,893.0,43.702473,40.288853,3.07,25,36,263,188,54,321
1371,263,70,188,6723.11,893.4,43.702477,40.2889,2.995,25,36,263,188,47,324
1372,261,70,188,6726.52,893.6,43.702477,40.28894,2.93,25,36,261,188,45,321
1373,280,71,188,6729.74,894.0,43.70248,40.288982,3.06,25,38,280,188,45,322
1374,297,70,188,6733.45,894.2,43.702488,40.289024,3.126,25,41,297,188,55,324
1375,265,68,188,6736.96,894.6,43.702496,40.289066,3.042,25,37,265,188,44,320
1376,283,67,188,6740.25,895.0,43.702503,40.28911,3.06,25,40,283,188,51,322
1377,320,70,188,6743.48,895.2,43.702507,40.289146,3.098,25,44,320,188,55,324
1378,301,71,188,6746.82,896.0,43.702515,40.28919,3.107,25,40,301,188,54,323
1379,288,69,188,6750.12,896.4,43.70252,40.289227,3.098,25,40,288,188,54,320
1380,247,68,188,6753.34,896.6,43.70253,40.289265,3.07,25,35,247,188,48,322
1381,317,70,188,6756.63,896.8,43.70254,40.289303,3.051,25,43,317,188,47,321
1382,337,72,188,6759.87,897.0,43.70255,40.28934,3.135,25,45,337,188,56,324
1383,311,69,188,6763.19,897.2,43.702553,40.289383,3.116,25,43,311,188,53,322
1384,295,72,188,6766.51,897.6,43.70256,40.28942,3.182,25,39,295,188,53,645
1385,275,69,188,6769.78,897.8,43.70257,40.289463,3.116,25,38,275,188,52,323
1386,254,68,188,6772.9,898.0,43.70258,40.289497,3.032,25,36,254,188,52,323
1387,279,66,188,6775.99,898.4,43.702595,40.28953,2.93,25,40,279,188,48,322
1388,306,70,188,6779.1,898.6,43.70261,40.289566,3.06,25,42,306,188,48,323
1389,279,71,188,6782.26,899.0,43.70262,40.289597,3.135,25,38,279,188,54,322
1390,299,71,188,6785.47,899.4,43.702637,40.289635,3.182,25,40,299,188,51,646
1391,288,74,188,6788.79,899.6,43.70265,40.289673,3.322,25,37,288,188,52,321
1392,327,77,188,6792.19,900.0,43.70266,40.28971,3.434,25,41,327,188,52,324
1393,387,86,188,6795.71,900.4,43.70267,40.28975,3.592,25,43,387,188,50,321
1394,268,85,188,6799.45,900.8,43.702686,40.28979,3.826,25,30,268,188,50,320
1395,220,83,188,6803.24,901.2,43.7027,40.289833,3.704,25,25,220,188,47,324
1396,257,80,188,6806.99,901.4,43.70272,40.289875,3.704,25,31,257,188,47,324
1397,252,82,188,6810.72,901.6,43.702736,40.289913,3.686,25,29,252,188,51,322
1398,251,81,187,6814.36,901.8,43.70275,40.289955,3.639,25,30,251,187,45,321
1399,266,84,187,6818.01,902.2,43.702763,40.289997,3.76,25,30,266,187,52,325
1400,253,87,187,6821.89,902.4,43.702778,40.29004,3.928,25,28,253,187,49,323
1401,176,86,187,6825.89,902.6,43.702793,40.290085,3.872,25,20,176,187,51,322
1402,235,88,187,6829.8,902.6,43.702812,40.290127,3.9,25,26,235,187,43,323
1403,230,94,187,6833.81,902.8,43.702827,40.290173,4.124,25,23,230,187,51,323
1404,151,91,187,6837.99,903.0,43.70284,40.290222,4.096,25,16,151,187,49,322
1405,179,92,187,6842.16,903.2,43.702847,40.29027,3.994,25,19,179,187,54,325
1406,203,92,187,6846.23,903.4,43.702847,40.290325,4.161,25,21,203,187,54,326
1407,218,96,187,6850.52,903.6,43.702847,40.29038,4.292,25,22,218,187,48,320
1408,223,104,187,6854.91,903.8,43.702843,40.290432,4.441,25,20,223,187,49,325
1409,181,86,186,6859.51,904.0,43.702835,40.29049,4.497,25,20,181,186,45,324
1410,273,93,186,6864.15,904.4,43.70282,40.290543,4.703,25,28,273,186,52,324
1411,174,93,186,6868.97,904.6,43.702797,40.290592,4.88,25,18,174,186,53,320
1412,243,99,186,6873.68,904.8,43.70277,40.290634,4.927,25,23,243,186,43,326
1413,147,100,186,6878.6,905.0,43.702732,40.29067,5.076,25,14,147,186,51,323
1414,178,98,186,6883.52,905.2,43.70269,40.290695,4.973,25,17,178,186,43,322
1415,160,100,186,6888.39,905.4,43.70265,40.290707,4.936,25,15,160,186,48,324
1416,215,102,186,6893.23,905.4,43.702606,40.290714,4.945,25,20,215,186,46,324
1417,151,102,186,6898.28,905.6,43.70256,40.290707,5.141,25,14,151,186,47,324
1418,183,104,186,6903.44,905.8,43.702515,40.290688,5.141,25,17,183,186,42,645
1419,185,102,185,6908.61,906.0,43.702477,40.290657,4.927,25,17,185,185,46,324
1420,175,102,185,6913.79,906.0,43.70244,40.290615,5.123,25,16,175,185,47,321
1421,238,105,185,6919.31,906.0,43.7024,40.29057,5.207,25,22,238,185,44,324
1422,156,103,185,6924.73,906.2,43.70237,40.290516,5.3,25,14,156,185,51,322
1423,157,101,185,6930.11,906.6,43.702343,40.290462,5.16,25,15,157,185,46,323
1424,205,103,185,6935.42,907.0,43.70232,40.290405,5.207,25,19,205,185,46,323
1425,174,103,185,6940.78,907.2,43.702297,40.290344,5.244,25,16,174,185,48,322
1426,174,104,185,6946.18,907.4,43.702274,40.290287,5.272,25,16,174,185,41,320
1427,143,104,185,6951.55,907.4,43.70225,40.290226,5.253,25,13,143,185,46,324
1428,173,102,185,6956.88,907.6,43.70223,40.29017,5.16,25,16,173,185,38,322
1429,209,104,184,6962.17,907.6,43.70221,40.290108,5.281,25,19,209,184,48,321
1430,175,104,184,6967.46,907.6,43.702187,40.29005,5.123,25,16,175,184,47,320
1431,167,104,184,6972.74,907.8,43.702164,40.289993,5.132,25,15,167,184,45,323
1432,154,100,184,6977.95,908.0,43.70214,40.289936,5.188,25,15,154,184,49,323
1433,206,103,184,6983.25,908.0,43.702118,40.28988,5.188,25,19,206,184,50,322
1434,176,100,184,6988.44,908.4,43.702095,40.28982,5.048,25,17,176,184,53,322
1435,183,98,184,6993.41,908.6,43.702072,40.28977,4.889,25,18,183,184,43,322
1436,235,97,184,6998.23,908.8,43.702053,40.28972,4.824,25,23,235,184,46,323
1437,168,101,183,7003.12,909.0,43.702034,40.28966,4.721,25,16,168,183,54,321
1438,239,104,183,7007.89,909.2,43.70201,40.28961,4.581,25,22,239,183,61,322
1439,188,102,183,7012.73,909.6,43.701996,40.289555,4.609,25,18,188,183,49,321
1440,204,98,183,7017.51,910.0,43.701977,40.2895,4.563,25,20,204,183,47,322
1441,196,96,183,7022.05,910.2,43.701958,40.28945,4.348,25,19,196,183,47,319
1442,223,97,183,7026.36,910.6,43.701946,40.289402,4.217,25,22,223,183,53,322
1443,214,92,183,7030.57,910.8,43.70193,40.289352,4.096,25,22,214,183,48,322
1444,255,94,182,7034.78,911.0,43.70192,40.289303,4.227,25,26,255,182,50,316
1445,233,90,183,7039.04,911.2,43.70191,40.289253,4.096,25,25,233,183,50,325
1446,314,92,183,7043.24,911.4,43.701893,40.289204,4.087,25,33,314,183,48,320
1447,312,93,183,7047.5,912.0,43.70188,40.289154,4.208,25,32,312,183,51,320
1448,243,93,183,7051.82,912.4,43.70187,40.289104,4.217,25,25,243,183,53,322
1449,254,91,182,7056.05,912.8,43.70186,40.28905,4.059,25,27,254,182,44,320
1450,257,88,182,7060.2,913.0,43.701847,40.289,3.994,25,28,257,182,48,319
1451,290,87,182,7064.22,913.6,43.70184,40.288956,3.882,25,32,290,182,49,320
1452,285,87,182,7068.22,914.0,43.70183,40.288906,3.9,25,31,285,182,49,321
1453,267,86,182,7072.19,914.4,43.701824,40.288857,3.9,25,30,267,182,50,322
1454,251,85,182,7076.13,914.8,43.70182,40.28881,3.816,25,28,251,182,54,320
1455,267,83,182,7079.98,915.0,43.701813,40.28876,3.704,25,31,267,182,57,319
1456,241,76,182,7083.6,915.4,43.70181,40.28872,3.387,25,30,241,182,53,320
1457,228,72,182,7087.1,915.6,43.701805,40.288673,3.471,25,30,228,182,53,323
1458,457,95,182,7090.62,915.8,43.701805,40.28863,3.424,25,46,457,182,49,318
1459,302,81,182,7094.1,916.2,43.701797,40.28859,3.415,25,36,302,182,70,321
1460,289,63,183,7097.38,916.6,43.701794,40.288548,3.023,25,44,289,183,38,320
1461,314,63,183,7100.56,917.0,43.70179,40.28851,3.303,25,48,314,183,57,320
1462,314,69,182,7103.87,917.2,43.701786,40.288467,3.35,25,43,314,182,57,318
1463,269,64,182,7107.2,917.4,43.701786,40.288425,3.266,25,40,269,182,57,319
1464,333,65,182,7110.35,917.8,43.701786,40.288387,2.911,25,49,333,182,54,320
1465,284,60,183,7113.51,918.2,43.701786,40.28835,2.995,25,45,284,183,52,640
1466,266,60,183,7116.66,918.4,43.701786,40.28831,2.976,25,42,266,183,52,322
1467,252,58,183,7119.69,918.6,43.70179,40.288273,2.911,25,41,252,183,51,321
1468,284,59,183,7122.77,919.0,43.70179,40.288235,2.948,25,46,284,183,51,318
1469,273,58,183,7125.79,919.2,43.701794,40.288197,2.846,25,45,273,183,51,322
1470,273,59,183,7128.67,919.6,43.701794,40.288162,2.799,25,44,273,183,51,319
1471,266,59,183,7131.58,920.0,43.701797,40.288124,2.781,25,43,266,183,52,320
1472,266,59,184,7134.34,920.2,43.701797,40.28809,2.781,25,43,266,184,52,321
1473,229,54,184,7137.17,920.6,43.701797,40.288055,2.725,25,40,229,184,53,319
1474,289,56,184,7139.91,921.0,43.7018,40.28802,2.743,25,49,289,184,52,319
1475,288,58,184,7142.53,921.2,43.7018,40.28799,2.65,25,47,288,184,53,319
1476,291,63,184,7145.63,921.6,43.701805,40.287952,3.107,25,44,291,184,52,321
1477,278,63,184,7148.7,921.8,43.701805,40.287914,2.837,25,42,278,184,55,641
1478,354,71,184,7151.72,922.2,43.701805,40.287876,3.023,25,48,354,184,57,320
1479,278,69,184,7154.94,922.6,43.701805,40.287834,3.098,25,38,278,184,57,320
1480,278,70,184,7158.23,923.0,43.70181,40.287796,3.135,25,38,278,184,49,320
1481,319,74,184,7161.64,923.2,43.701813,40.287754,3.256,25,41,319,184,47,320
1482,257,74,184,7164.97,923.6,43.70182,40.287712,3.275,25,33,257,184,63,318
1483,257,67,184,7168.22,924.0,43.701824,40.287674,3.004,25,37,257,184,46,322
1484,360,71,184,7171.37,924.4,43.701824,40.287632,3.051,25,48,360,184,46,318
1485,340,74,184,7174.63,924.8,43.701828,40.287594,3.21,25,44,340,184,53,321
1486,278,73,184,7177.95,925.2,43.70183,40.28755,3.275,25,36,278,184,55,321
1487,243,69,184,7181.2,925.4,43.701836,40.287514,3.088,25,34,243,184,47,319
1488,252,67,184,7184.26,925.8,43.70184,40.287476,2.986,25,36,252,184,48,319
1489,287,67,184,7187.3,926.0,43.701843,40.287437,2.995,25,41,287,184,45,323
1490,287,68,184,7190.36,926.4,43.70185,40.2874,3.023,25,40,287,184,50,318
1491,263,69,184,7193.47,926.6,43.701855,40.28736,3.051,25,36,263,184,53,322
1492,266,66,184,7196.55,927.0,43.70186,40.287327,2.976,25,38,266,184,46,321
1493,280,68,184,7199.62,927.2,43.701862,40.28729,3.079,25,39,280,184,57,320
1494,293,68,184,7202.72,927.6,43.701862,40.28725,3.051,25,41,293,184,51,320
1495,320,69,184,7205.73,928.0,43.701866,40.287212,3.004,25,44,320,184,54,322
1496,316,73,184,7208.88,928.2,43.701866,40.287174,3.21,25,41,316,184,54,321
1497,272,73,184,7212.14,928.6,43.70187,40.287132,3.228,25,36,272,184,54,322
1498,255,68,184,7215.34,929.0,43.70187,40.287094,3.172,25,36,255,184,50,321
1499,332,72,184,7218.5,929.4,43.70187,40.287052,3.154,25,44,332,184,47,321
1500,295,70,184,7221.61,929.6,43.701874,40.287014,3.144,25,40,295,184,55,321
1501,251,68,184,7224.72,929.8,43.701878,40.286976,3.088,25,35,251,184,55,322
1502,318,70,184,7227.79,930.2,43.70188,40.286938,3.07,25,43,318,184,49,318
1503,329,73,184,7230.89,930.8,43.701885,40.2869,3.116,25,43,329,184,54,322
1504,294,72,184,7234.08,931.0,43.70189,40.28686,3.228,25,39,294,184,59,323
1505,278,69,184,7237.29,931.4,43.701893,40.286823,3.135,25,38,278,184,46,320
1506,280,70,184,7240.41,931.8,43.701897,40.286785,3.135,25,38,280,184,46,320
1507,302,71,184,7243.57,932.0,43.7019,40.286747,3.154,25,41,302,184,51,322
1508,304,72,184,7246.81,932.2,43.701904,40.286705,3.21,25,40,304,184,51,318
1509,279,69,184,7250.0,932.6,43.70191,40.286667,3.116,25,39,279,184,53,321
1510,309,71,184,7253.19,933.0,43.701912,40.286625,3.182,25,42,309,184,48,324
1511,280,70,184,7256.33,933.2,43.701912,40.286587,3.135,25,38,280,184,52,318
1512,260,67,184,7259.38,933.4,43.701916,40.28655,3.051,25,37,260,184,52,324
1513,338,73,184,7262.52,933.8,43.70192,40.28651,3.154,25,44,338,184,54,317
1514,259,68,184,7265.71,934.2,43.701927,40.286472,3.088,25,36,259,184,54,323
1515,283,68,184,7268.76,934.2,43.701927,40.286434,2.986,25,40,283,184,51,321
1516,283,67,184,7271.76,934.6,43.70193,40.286396,3.014,25,40,283,184,59,321
1517,304,68,184,7274.81,935.0,43.701935,40.28636,3.023,26,43,304,184,46,321
1518,294,69,184,7277.88,935.2,43.70194,40.286324,3.144,26,41,294,184,54,321
1519,333,72,184,7281.02,935.8,43.701942,40.286285,3.191,26,44,333,184,53,320
1520,346,75,184,7284.22,936.2,43.701942,40.286243,3.303,26,44,346,184,57,644
1521,304,72,184,7287.46,936.4,43.701946,40.286205,3.172,26,40,304,184,48,318
1522,272,72,184,7290.67,936.6,43.70195,40.286163,3.247,26,36,272,184,51,321
1523,245,70,185,7293.89,936.8,43.70195,40.286125,3.163,26,33,245,185,45,322
1524,335,75,185,7297.1,937.2,43.70195,40.286083,3.247,26,43,335,185,45,320
1525,257,76,185,7300.44,937.6,43.701954,40.286045,3.424,26,32,257,185,55,323
1526,243,75,185,7303.83,937.8,43.701958,40.286003,3.312,26,31,243,185,50,321
1527,260,70,185,7307.12,938.0,43.70196,40.28596,3.284,26,35,260,185,48,321
1528,318,77,185,7310.39,938.2,43.70196,40.28592,3.331,26,39,318,185,50,320
1529,262,76,185,7313.79,938.4,43.701965,40.285877,3.443,26,33,262,185,61,320
1530,234,76,185,7317.26,938.6,43.701973,40.285835,3.396,26,29,234,185,61,323
1531,281,76,185,7320.68,938.8,43.701977,40.285793,3.387,26,35,281,185,50,319
1532,285,77,185,7324.13,939.0,43.701977,40.28575,3.424,26,35,285,185,57,322
1533,237,75,185,7327.59,939.4,43.701977,40.28571,3.434,26,30,237,185,46,321
1534,335,81,185,7331.06,939.8,43.701977,40.285664,3.462,26,39,335,185,52,321
1535,269,80,185,7334.6,940.2,43.701977,40.28562,3.583,26,32,269,185,51,319
1536,274,82,185,7338.27,940.6,43.701973,40.285576,3.667,26,32,274,185,53,321
1537,231,83,185,7342.02,940.8,43.70197,40.28553,3.77,26,27,231,185,51,322
1538,258,84,185,7345.79,941.2,43.70197,40.285484,3.667,26,29,258,185,47,319
1539,257,86,185,7349.57,941.6,43.701965,40.285435,3.844,26,29,257,185,55,320
1540,187,83,185,7353.42,941.8,43.701958,40.28539,3.798,26,22,187,185,43,322
1541,372,78,185,7357.2,942.0,43.70195,40.285343,3.742,26,46,372,185,56,319
1542,345,82,185,7361.15,942.2,43.70194,40.285297,4.068,26,40,345,185,56,322
1543,241,85,185,7365.36,942.4,43.701923,40.285248,4.208,26,27,241,185,53,320
1544,250,85,185,7369.76,942.8,43.70191,40.2852,4.348,26,28,250,185,41,321
1545,250,88,185,7374.22,943.2,43.70189,40.28515,4.479,26,27,250,185,58,319
1546,228,89,185,7378.8,943.6,43.70187,40.2851,4.563,26,24,228,185,52,323
1547,248,90,185,7383.36,944.0,43.701847,40.285053,4.553,26,26,248,185,52,321
1548,225,91,185,7387.96,944.2,43.70182,40.285007,4.563,26,24,225,185,48,320
1549,262,92,185,7392.6,944.6,43.701794,40.28496,4.609,26,27,262,185,46,319
1550,197,94,185,7397.24,944.8,43.701767,40.28492,4.703,26,20,197,185,50,321
1551,220,92,185,7401.98,945.0,43.701736,40.284878,4.712,26,23,220,185,47,322
1552,254,97,185,7406.73,945.0,43.701706,40.284836,4.749,26,25,254,185,46,317
1553,258,97,185,7411.57,945.2,43.701675,40.284798,4.908,26,25,258,185,46,325
1554,241,95,185,7416.48,945.4,43.70164,40.284756,4.936,26,24,241,185,50,319
1555,287,93,185,7421.4,945.4,43.701607,40.284718,4.973,26,29,287,185,36,322
1556,215,92,185,7426.45,945.6,43.701572,40.284676,5.076,26,22,215,185,52,322
1557,262,93,185,7431.53,946.0,43.701538,40.284637,5.169,26,27,262,185,47,318
1558,185,97,185,7436.75,946.2,43.7015,40.284595,5.318,26,18,185,185,56,325
1559,170,97,185,7442.05,946.4,43.70146,40.284557,5.291,26,17,170,185,40,320
1560,213,98,185,7447.33,946.4,43.701424,40.284515,5.374,26,21,213,185,56,320
1561,190,99,185,7452.74,946.6,43.701385,40.284477,5.421,26,18,190,185,38,320
1562,290,103,185,7458.23,946.8,43.701344,40.28444,5.58,26,27,290,185,38,321
1563,183,102,185,7463.89,947.0,43.7013,40.2844,5.701,26,17,183,185,58,324
1564,240,95,185,7469.64,947.4,43.70126,40.284363,5.757,26,24,240,185,41,320
1565,276,99,185,7475.36,947.8,43.701214,40.28433,5.748,26,27,276,185,50,322
1566,194,100,185,7481.1,948.2,43.70116,40.284313,5.841,26,19,194,185,55,321
1567,192,100,185,7487.12,948.4,43.701107,40.28431,5.944,26,18,192,185,46,322
1568,203,99,184,7493.12,948.6,43.701054,40.284313,5.962,26,20,203,184,51,321
1569,215,98,184,7498.98,948.6,43.701004,40.284336,5.934,26,21,215,184,50,321
1570,206,98,184,7504.97,948.8,43.700954,40.284374,5.832,26,20,206,184,50,323
1571,289,98,184,7510.76,948.8,43.700916,40.28442,5.766,26,28,289,184,48,644
1572,199,98,184,7516.61,949.0,43.700886,40.28448,5.934,26,19,199,184,48,324
1573,199,96,184,7522.72,949.0,43.700867,40.284554,6.028,26,20,199,184,46,324
1574,220,91,184,7528.96,949.2,43.70086,40.28463,6.0,26,23,220,184,46,320
1575,222,91,184,7535.12,949.4,43.70086,40.284706,5.925,26,23,222,184,45,321
1576,258,90,184,7541.18,949.4,43.700867,40.28478,5.925,26,27,258,184,48,323
1577,225,92,184,7547.39,949.8,43.700886,40.28485,6.037,26,23,225,184,53,321
1578,171,90,184,7553.56,950.0,43.70091,40.284924,6.018,26,18,171,184,47,322
1579,222,90,184,7559.75,950.0,43.70093,40.284992,5.953,26,24,222,184,48,324
1580,194,85,184,7565.72,950.2,43.70096,40.285057,5.832,26,22,194,184,53,321
1581,152,102,184,7571.62,950.4,43.700985,40.28512,5.664,26,14,152,184,53,323
1582,181,96,184,7577.27,950.4,43.70101,40.28518,5.374,26,18,181,184,41,323
1583,276,95,184,7582.74,950.6,43.701035,40.28524,5.263,26,28,276,184,46,645
1584,274,94,183,7588.04,950.8,43.701057,40.285297,5.16,26,28,274,183,50,324
1585,205,91,183,7593.2,951.0,43.701077,40.285355,4.973,26,22,205,183,63,323
1586,270,91,183,7598.22,951.2,43.701096,40.28541,4.805,26,28,270,183,35,321
1587,327,92,183,7602.98,951.4,43.70111,40.285465,4.609,26,34,327,183,35,326
1588,261,96,183,7607.67,951.8,43.70113,40.28552,4.544,26,26,261,183,54,323
1589,248,94,183,7612.19,952.0,43.70114,40.285572,4.32,26,25,248,183,47,320
1590,236,90,183,7616.5,952.4,43.701157,40.28562,4.106,26,25,236,183,47,322
1591,309,86,183,7620.7,952.8,43.701168,40.28567,3.938,26,34,309,183,44,325
1592,254,84,183,7624.69,953.2,43.701176,40.28572,3.816,26,29,254,183,49,322
1593,327,80,183,7628.38,953.4,43.701183,40.285767,3.583,26,39,327,183,51,322
1594,306,78,183,7632.07,953.8,43.701187,40.285812,3.564,26,37,306,183,57,323
1595,260,75,183,7635.66,954.4,43.70119,40.285854,3.406,26,33,260,183,47,321
1596,321,76,183,7639.16,954.8,43.701195,40.285896,3.35,26,40,321,183,53,322
1597,337,76,183,7642.68,955.2,43.701195,40.285942,3.424,26,42,337,183,53,322
1598,340,78,183,7646.3,955.6,43.701195,40.285988,3.48,26,42,340,183,54,321
1599,308,75,183,7649.85,956.0,43.701195,40.28603,3.387,26,39,308,183,53,324
1600,317,74,183,7653.32,956.6,43.701195,40.28607,3.322,26,41,317,183,48,322
1601,309,74,183,7656.76,956.8,43.70119,40.286118,3.359,26,40,309,183,55,319
