time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,raw_watts,raw_heartrate,left_right_balance,hrv
2567,318,74,186,11497.25,1235.0,43.699997,40.30769,2.454,24,41,318,186,54,326
2568,289,73,186,11499.23,1235.4,43.7,40.307713,1.894,24,38,289,186,54,324
2569,300,73,186,11500.77,1235.6,43.70001,40.307728,1.297,24,39,300,186,50,322
2570,287,70,186,11502.25,1236.0,43.700012,40.307747,1.866,24,39,287,186,50,325
2571,274,70,186,11503.4,1236.4,43.700012,40.307762,1.11,24,37,274,186,56,327
2572,290,70,186,11504.32,1236.8,43.700016,40.307774,0.868,24,40,290,186,46,324
2573,290,70,187,11505.01,1237.0,43.70001,40.307777,1.148,24,40,290,187,52,327
2574,289,70,187,11505.01,1237.4,43.70002,40.30778,0.877,24,39,289,187,52,322
2575,262,69,187,11505.62,1237.6,43.700035,40.307793,1.176,24,36,262,187,52,325
2576,257,67,187,11507.5,1238.0,43.700066,40.30782,2.221,24,37,257,187,51,324
2577,332,70,187,11511.32,1238.4,43.700104,40.30785,2.202,24,45,332,187,50,326
2578,317,71,187,11515.32,1239.2,43.700123,40.307896,2.827,24,43,317,187,54,323
2579,295,69,187,11519.75,1239.4,43.700138,40.30795,2.846,24,41,295,187,49,648
2580,314,73,187,11523.68,1239.6,43.700153,40.307995,2.837,24,41,314,187,49,326
2581,281,70,187,11527.93,1240.0,43.70017,40.308044,3.051,24,38,281,187,54,327
2582,308,70,187,11532.0,1240.4,43.700184,40.30809,2.995,24,42,308,187,43,324
2583,308,70,187,11535.64,1240.6,43.700195,40.308132,2.799,24,42,308,187,52,327
2584,260,68,187,11539.64,1241.0,43.700207,40.30818,2.865,24,37,260,187,53,323
2585,290,70,187,11543.86,1241.4,43.700222,40.30823,2.967,24,40,290,187,58,324
2586,264,69,187,11547.79,1241.6,43.70023,40.308277,2.911,24,37,264,187,57,329
2587,258,63,188,11551.51,1242.0,43.700237,40.308323,2.501,24,39,258,188,57,323
2588,266,64,187,11554.99,1242.6,43.700245,40.308365,2.594,24,40,266,187,54,326
2589,291,69,188,11558.51,1243.0,43.700256,40.308407,2.566,24,40,291,188,57,328
2590,300,67,188,11562.11,1243.6,43.700268,40.30845,2.725,24,43,300,188,57,321
2591,398,71,188,11565.9,1243.8,43.700275,40.308495,2.939,24,54,398,188,49,328
2592,273,72,188,11569.82,1244.0,43.700287,40.30854,3.116,24,36,273,188,53,324
2593,256,69,188,11573.17,1244.4,43.70029,40.308582,2.976,24,35,256,188,48,327
2594,307,71,188,11576.45,1244.8,43.700302,40.30862,2.902,24,41,307,188,60,325
2595,226,66,188,11580.01,1245.0,43.700314,40.308662,2.93,24,33,226,188,48,324
2596,302,68,188,11583.45,1245.2,43.70032,40.308704,2.958,24,42,302,188,51,327
2597,277,68,188,11587.04,1245.8,43.70033,40.308746,3.023,24,39,277,188,51,327
2598,277,68,188,11590.59,1246.2,43.700336,40.30879,2.995,24,39,277,188,51,324
2599,254,66,188,11594.13,1246.4,43.700348,40.30883,2.874,24,37,254,188,51,327
2600,320,70,188,11597.5,1246.8,43.700356,40.308872,2.995,24,44,320,188,41,327
2601,295,70,188,11601.36,1247.2,43.700363,40.308918,3.06,24,40,295,188,57,328
2602,260,68,188,11604.95,1247.4,43.700367,40.30896,2.986,24,37,260,188,46,327
2603,281,69,188,11608.75,1247.6,43.700375,40.30901,3.088,24,39,281,188,46,326
2604,281,69,188,11612.49,1247.6,43.700382,40.30905,3.098,24,39,281,188,53,329
2605,281,70,188,11616.0,1248.2,43.70039,40.309093,3.088,24,38,281,188,48,327
2606,223,66,188,11619.46,1248.6,43.7004,40.309135,2.986,24,32,223,188,45,327
2607,288,66,188,11622.79,1249.0,43.700413,40.309174,3.023,24,42,288,188,51,327
2608,288,69,188,11626.13,1249.4,43.70042,40.309216,3.135,24,40,288,188,62,327
2609,219,68,188,11629.47,1249.8,43.700424,40.309254,3.154,24,31,219,188,47,327
2610,302,76,188,11633.0,1250.2,43.70043,40.3093,3.35,24,38,302,188,46,329
2611,271,81,188,11636.69,1250.6,43.70044,40.30934,3.592,24,32,271,188,50,325
2612,248,81,188,11640.51,1251.0,43.700447,40.309387,3.686,24,29,248,188,54,332
2613,208,86,188,11644.46,1251.2,43.70045,40.309437,3.76,24,23,208,188,66,329
2614,177,70,188,11648.38,1251.6,43.700455,40.309486,3.779,24,24,177,188,44,324
2615,231,81,188,11652.26,1252.0,43.70045,40.309536,3.966,24,27,231,188,44,330
2616,201,86,188,11656.37,1252.2,43.700443,40.309586,4.059,24,22,201,188,50,330
2617,171,85,187,11660.57,1252.4,43.70043,40.309635,4.283,24,19,171,187,47,326
2618,201,89,187,11664.73,1252.8,43.700417,40.30968,4.171,24,22,201,187,41,331
2619,227,94,187,11669.11,1253.0,43.700394,40.309727,4.553,24,23,227,187,48,325
2620,180,83,187,11673.58,1253.2,43.700367,40.309765,4.451,24,21,180,187,62,330
2621,153,86,187,11678.16,1253.4,43.700333,40.3098,4.693,24,17,153,187,50,331
2622,203,88,187,11682.83,1253.6,43.70029,40.30982,4.665,24,22,203,187,44,322
2623,183,90,187,11687.56,1253.6,43.70025,40.30983,4.88,24,19,183,187,54,331
2624,146,90,187,11692.36,1253.6,43.700207,40.30983,4.871,24,15,146,187,43,327
2625,197,92,187,11697.63,1253.8,43.70016,40.30982,5.011,24,20,197,187,43,327
2626,209,93,187,11702.62,1253.8,43.700115,40.3098,5.067,24,21,209,187,44,331
2627,189,93,186,11707.67,1253.8,43.700077,40.30977,5.095,23,19,189,186,48,326
2628,210,93,186,11712.82,1253.8,43.70004,40.30973,5.132,23,22,210,186,42,333
2629,276,96,186,11718.0,1253.8,43.700005,40.30969,5.151,23,27,276,186,48,329
2630,266,98,187,11723.28,1253.8,43.699974,40.30964,5.374,23,26,266,187,48,329
2631,201,100,186,11728.92,1253.8,43.699944,40.30958,5.486,23,19,201,186,50,331
2632,182,99,187,11734.44,1253.8,43.699913,40.30953,5.458,23,18,182,187,45,328
2633,237,101,187,11740.0,1253.8,43.699886,40.30947,5.524,23,22,237,187,51,331
2634,223,102,187,11745.61,1254.0,43.699856,40.309414,5.58,23,21,223,187,48,331
2635,257,112,186,11751.25,1254.0,43.699825,40.309357,5.626,23,22,257,186,56,327
2636,182,90,186,11756.98,1254.2,43.699795,40.309303,5.636,23,19,182,186,55,333
2637,239,95,187,11762.7,1254.2,43.69976,40.30925,5.673,23,24,239,187,43,329
2638,249,96,186,11768.52,1254.2,43.699726,40.309193,5.813,23,25,249,186,51,329
2639,192,98,186,11774.4,1254.4,43.69969,40.30914,5.85,23,19,192,186,54,334
2640,167,93,186,11780.31,1254.6,43.699657,40.309082,5.841,23,17,167,186,48,325
2641,223,98,186,11786.18,1254.8,43.69962,40.309032,5.841,23,22,223,186,48,332
2642,199,96,185,11792.01,1255.0,43.69958,40.308983,5.794,23,20,199,185,51,332
2643,215,95,185,11797.74,1255.2,43.699535,40.308945,5.766,23,22,215,185,51,329
2644,218,96,185,11803.42,1255.2,43.69949,40.308914,5.766,23,22,218,185,49,332
2645,194,97,185,11809.32,1255.4,43.699436,40.3089,6.084,23,19,194,185,53,327
2646,218,96,185,11815.09,1255.4,43.699387,40.308903,5.766,23,22,218,185,54,332
2647,223,97,185,11820.84,1255.4,43.699333,40.308918,5.776,23,22,223,185,44,330
2648,215,97,185,11826.74,1255.4,43.699287,40.308952,5.86,23,21,215,185,50,330
2649,259,100,185,11832.46,1255.4,43.699245,40.308994,5.832,23,25,259,185,50,330
2650,266,105,185,11838.41,1255.8,43.69921,40.30905,5.944,23,24,266,185,55,330
2651,180,83,185,11844.28,1255.8,43.699184,40.309113,5.916,23,21,180,185,51,329
2652,246,91,185,11850.1,1256.0,43.69916,40.30918,5.804,23,26,246,185,49,332
2653,235,92,185,11855.89,1256.4,43.69915,40.30925,5.738,23,24,235,185,51,328
2654,197,91,185,11861.68,1256.6,43.699146,40.309322,5.617,23,21,197,185,52,333
2655,181,100,185,11867.64,1256.8,43.699146,40.309395,5.869,23,17,181,185,48,330
2656,198,100,185,11873.62,1257.0,43.69915,40.30947,5.785,23,19,198,185,48,327
2657,163,98,184,11879.51,1257.2,43.699158,40.309544,5.729,23,16,163,184,42,332
2658,176,97,184,11885.39,1257.6,43.69917,40.309612,5.636,23,17,176,184,42,658
2659,216,97,184,11891.22,1257.8,43.699184,40.309685,5.72,23,21,216,184,45,657
2660,195,95,184,11897.18,1258.0,43.699196,40.309757,5.552,23,20,195,184,45,333
2661,236,92,184,11903.03,1258.4,43.69921,40.309826,5.44,23,24,236,184,46,328
2662,292,89,184,11908.58,1258.6,43.699226,40.30989,5.309,23,31,292,184,52,329
2663,310,90,184,11914.07,1258.6,43.699245,40.309956,5.207,23,33,310,184,51,331
2664,208,90,184,11919.47,1258.8,43.699257,40.31002,5.048,23,22,208,184,79,327
2665,160,88,184,11924.41,1259.0,43.699272,40.310078,4.525,23,17,160,184,48,332
2666,277,90,184,11928.96,1259.0,43.69928,40.31013,4.087,23,29,277,184,38,328
2667,291,86,184,11933.09,1259.2,43.699287,40.310184,3.891,23,32,291,184,52,328
2668,345,85,184,11936.98,1259.6,43.6993,40.31023,3.695,23,39,345,184,47,330
2669,333,83,184,11940.78,1260.0,43.699306,40.310276,3.77,23,38,333,184,59,327
2670,282,83,184,11944.57,1260.4,43.699318,40.310318,3.592,23,32,282,184,59,331
2671,318,78,184,11948.28,1260.8,43.69933,40.310364,3.499,23,39,318,184,49,328
2672,359,82,184,11952.14,1261.4,43.69934,40.310406,3.602,23,42,359,184,55,327
2673,284,79,184,11955.75,1261.8,43.699352,40.310448,3.555,23,34,284,184,48,330
2674,339,79,184,11959.72,1262.4,43.699368,40.310493,3.676,23,41,339,184,51,328
2675,386,83,184,11963.37,1262.8,43.69938,40.310535,3.378,23,44,386,184,51,326
2676,358,84,184,11966.52,1263.2,43.699387,40.310574,2.781,23,41,358,184,54,333
2677,273,81,184,11969.48,1263.6,43.69939,40.31061,2.827,23,32,273,184,48,328
2678,303,80,184,11972.09,1264.0,43.699394,40.310642,2.463,23,36,303,184,52,328
2679,323,78,184,11975.1,1264.4,43.699413,40.31067,2.809,23,40,323,184,52,331
2680,329,78,184,11978.03,1264.8,43.699436,40.310688,3.126,23,40,329,184,55,327
2681,288,76,184,11980.65,1265.2,43.699455,40.31071,2.743,23,36,288,184,50,327
2682,314,77,184,11982.37,1265.6,43.699463,40.310726,1.875,23,39,314,184,46,330
2683,294,77,184,11984.04,1266.0,43.69946,40.31075,2.258,23,36,294,184,51,326
2684,313,77,184,11986.45,1266.4,43.69945,40.310776,2.239,23,39,313,184,52,329
2685,337,80,185,11989.7,1266.8,43.699463,40.310814,2.435,23,40,337,185,53,329
2686,291,76,185,11993.38,1267.2,43.69948,40.310856,2.818,23,37,291,185,49,654
2687,268,75,185,11998.27,1268.0,43.69949,40.310917,3.172,23,34,268,185,49,327
2688,351,81,185,12003.0,1268.4,43.6995,40.31097,3.602,23,41,351,185,49,327
2689,288,83,185,12007.83,1268.8,43.699516,40.311028,3.695,23,33,288,185,51,327
2690,253,81,185,12012.32,1269.2,43.699528,40.31108,3.779,23,30,253,185,53,327
2691,250,83,185,12016.88,1269.8,43.699543,40.311134,3.779,23,29,250,185,48,327
2692,241,84,185,12021.28,1270.2,43.699554,40.311184,3.779,23,27,241,185,53,329
2693,237,84,185,12026.2,1270.6,43.69957,40.311245,3.928,23,27,237,185,52,326
2694,270,92,185,12031.12,1271.0,43.699577,40.311306,4.152,23,28,270,185,48,330
2695,176,91,185,12035.93,1271.0,43.699585,40.311363,4.236,23,18,176,185,50,326
2696,245,76,185,12040.62,1271.4,43.699585,40.31142,4.245,23,31,245,185,50,328
2697,260,84,184,12045.56,1271.6,43.69959,40.311485,4.581,23,30,260,184,51,325
2698,199,93,184,12050.51,1272.0,43.699585,40.311546,4.899,23,20,199,184,49,330
2699,168,84,184,12055.77,1272.2,43.699574,40.31161,5.197,23,19,168,184,32,326
2700,256,84,184,12060.88,1272.4,43.69956,40.31167,5.029,23,29,256,184,46,328
2701,256,87,184,12065.87,1272.6,43.699535,40.31172,5.16,23,28,256,184,48,326
2702,211,90,184,12071.2,1272.8,43.6995,40.31177,5.449,23,22,211,184,51,327
2703,269,92,184,12076.47,1273.0,43.699463,40.311806,5.244,23,28,269,184,39,327
2704,196,95,184,12081.85,1273.2,43.699417,40.31183,5.552,23,20,196,184,54,324
2705,144,96,184,12087.43,1273.4,43.699368,40.311848,5.608,23,14,144,184,54,328
2706,284,85,183,12093.18,1273.4,43.699318,40.31185,5.738,23,32,284,183,56,650
2707,214,90,183,12098.98,1273.4,43.699265,40.311844,5.897,23,23,214,183,54,326
2708,192,87,183,12104.82,1273.6,43.699215,40.311825,5.813,23,21,192,183,43,327
2709,237,88,183,12110.62,1273.6,43.69917,40.311787,5.869,23,26,237,183,43,327
2710,279,89,183,12116.47,1273.6,43.699127,40.31174,5.785,23,30,279,183,53,322
2711,267,90,183,12122.36,1273.8,43.699093,40.311687,5.888,23,28,267,183,51,657
2712,273,92,184,12128.36,1274.0,43.699062,40.311626,6.037,23,28,273,184,50,327
2713,205,90,183,12134.06,1274.0,43.699036,40.311565,5.925,23,22,205,183,54,324
2714,269,91,183,12139.76,1273.8,43.69901,40.311504,5.925,23,28,269,183,46,326
2715,361,97,184,12145.32,1274.0,43.698982,40.311447,5.832,23,36,361,184,46,329
2716,196,95,184,12151.16,1274.0,43.698944,40.311394,6.168,23,20,196,184,54,325
2717,195,95,184,12156.68,1274.2,43.69892,40.311333,5.701,23,20,195,184,51,326
2718,244,93,184,12161.73,1274.4,43.698906,40.311275,5.384,23,25,244,184,47,327
2719,259,95,184,12164.98,1274.6,43.698895,40.311237,4.693,23,26,259,184,54,327
2720,263,98,184,12168.12,1274.6,43.698868,40.311214,4.152,23,26,263,184,49,653
2721,190,95,184,12174.35,1274.8,43.69884,40.311146,5.169,23,19,190,184,49,328
2722,188,96,184,12179.47,1274.8,43.698807,40.311104,5.113,23,19,188,184,46,326
2723,252,96,184,12185.98,1275.2,43.69877,40.311035,5.524,23,25,252,184,50,326
2724,196,96,184,12192.23,1275.6,43.69873,40.31097,6.27,23,19,196,184,51,327
2725,196,96,185,12197.51,1275.4,43.69869,40.31093,6.149,23,19,196,185,47,324
2726,242,93,185,12202.77,1275.6,43.698643,40.31091,5.99,23,25,242,185,47,328
2727,247,95,185,12208.4,1275.8,43.69859,40.31091,5.645,23,25,247,185,49,326
2728,209,96,184,12214.18,1276.0,43.698536,40.310917,5.654,23,21,209,184,53,324
2729,233,93,185,12220.23,1276.2,43.698486,40.31094,5.916,23,24,233,185,46,327
2730,252,92,184,12226.01,1276.4,43.698437,40.31097,6.028,23,26,252,184,50,324
2731,215,91,184,12232.04,1276.6,43.698387,40.311005,6.028,22,23,215,184,50,327
2732,208,93,184,12237.63,1277.0,43.698345,40.311043,5.748,22,21,208,184,60,325
2733,264,93,184,12243.13,1277.2,43.698303,40.31108,5.468,22,27,264,184,60,325
2734,229,88,184,12248.42,1277.4,43.698265,40.31112,5.16,22,25,229,184,49,325
2735,253,85,184,12253.4,1277.6,43.69823,40.311157,4.973,22,28,253,184,56,325
2736,229,81,184,12258.13,1277.8,43.698196,40.31119,4.516,22,27,229,184,29,326
2737,312,86,184,12262.59,1277.8,43.698162,40.311226,4.404,22,35,312,184,54,327
2738,259,82,184,12267.24,1278.4,43.69813,40.31126,4.217,22,30,259,184,54,324
2739,227,84,184,12271.3,1279.0,43.6981,40.311295,3.919,22,26,227,184,48,321
2740,307,82,184,12275.15,1279.6,43.69808,40.311325,3.658,22,36,307,184,57,326
2741,284,77,184,12278.87,1280.0,43.69805,40.31136,3.564,22,35,284,184,49,323
2742,307,75,184,12282.4,1280.4,43.698032,40.31139,3.368,22,39,307,184,55,326
2743,312,76,184,12285.91,1280.8,43.69801,40.31142,3.434,22,39,312,184,55,322
2744,253,73,184,12289.34,1281.2,43.697983,40.311447,3.35,22,33,253,184,52,326
2745,259,71,184,12292.67,1281.4,43.69796,40.311474,3.247,22,35,259,184,48,324
2746,300,73,184,12295.89,1282.0,43.69794,40.3115,3.2,22,39,300,184,49,325
2747,275,71,184,12299.07,1282.4,43.69792,40.31153,3.126,22,37,275,184,54,323
2748,283,69,184,12302.19,1282.8,43.6979,40.311554,3.088,22,39,283,184,54,327
2749,259,68,184,12305.26,1283.2,43.69788,40.31158,2.976,22,36,259,184,50,322
2750,285,68,184,12308.3,1283.8,43.697857,40.311607,3.051,22,40,285,184,53,327
2751,285,68,184,12311.36,1284.4,43.697838,40.311634,3.079,22,40,285,184,52,325
2752,271,68,184,12314.33,1284.6,43.69782,40.31166,2.893,22,38,271,184,54,323
2753,285,69,184,12317.3,1285.0,43.697803,40.311687,3.051,22,39,285,184,54,324
2754,248,66,184,12320.27,1285.4,43.697784,40.311714,2.902,22,36,248,184,54,325
2755,270,66,184,12323.26,1285.8,43.697765,40.31174,3.07,22,39,270,184,50,648
2756,288,69,184,12326.26,1286.2,43.697746,40.311768,2.893,22,40,288,184,54,325
2757,251,66,184,12329.19,1286.6,43.69773,40.311794,2.911,22,36,251,184,49,321
2758,252,65,184,12332.13,1287.0,43.69771,40.31182,2.958,22,37,252,184,51,326
2759,251,65,184,12335.07,1287.4,43.69769,40.311844,2.948,22,37,251,184,53,327
2760,295,65,184,12338.0,1288.0,43.69767,40.311867,2.939,22,43,295,184,53,322
2761,295,67,184,12340.99,1288.4,43.69765,40.311893,2.967,22,42,295,184,53,325
2762,249,67,184,12343.95,1288.4,43.69763,40.31192,2.967,22,35,249,184,49,326
2763,289,68,184,12346.99,1288.8,43.697613,40.311947,3.051,22,41,289,184,53,646
2764,309,70,185,12350.05,1289.2,43.697594,40.311977,3.07,22,42,309,185,54,327
2765,277,69,185,12353.07,1289.4,43.69758,40.312004,3.004,22,38,277,185,50,319
2766,258,65,185,12356.1,1289.8,43.69756,40.31203,3.014,22,38,258,185,51,327
2767,330,71,184,12359.01,1290.0,43.697544,40.31206,2.781,22,44,330,184,57,323
2768,270,70,184,12362.05,1290.4,43.697525,40.31209,3.182,22,37,270,184,52,324
2769,270,67,185,12365.23,1290.6,43.69751,40.312122,2.958,22,38,270,185,51,321
2770,279,68,185,12368.21,1291.0,43.69749,40.31215,2.93,22,39,279,185,51,327
2771,274,67,185,12371.58,1291.4,43.69747,40.312183,3.2,22,39,274,185,54,323
2772,355,76,185,12375.05,1291.8,43.697456,40.312218,3.499,22,45,355,185,55,325
2773,301,76,185,12378.56,1292.0,43.697437,40.312252,3.406,22,38,301,185,49,324
2774,301,78,185,12382.32,1292.4,43.697414,40.31229,3.676,22,37,301,185,54,326
2775,219,75,185,12385.85,1292.8,43.6974,40.31233,3.368,22,28,219,185,48,321
2776,315,77,186,12389.3,1293.2,43.697384,40.312366,3.359,22,39,315,186,52,324
2777,246,78,186,12392.78,1293.4,43.697376,40.31241,3.471,22,30,246,186,52,325
2778,262,77,185,12396.35,1293.8,43.697365,40.31245,3.499,22,32,262,185,52,322
2779,294,79,185,12399.99,1294.0,43.697357,40.312492,3.527,22,36,294,185,54,325
2780,276,80,185,12403.6,1294.4,43.697346,40.31254,3.555,22,33,276,185,49,322
2781,265,79,186,12407.19,1294.6,43.69734,40.31258,3.555,22,32,265,186,45,322
2782,290,83,186,12411.27,1294.8,43.69733,40.31263,3.676,22,33,290,186,53,324
2783,229,81,186,12415.49,1295.2,43.697323,40.31268,3.63,22,27,229,186,53,326
2784,253,80,186,12419.51,1295.4,43.69732,40.31273,3.62,22,30,253,186,49,644
2785,268,84,186,12423.25,1295.8,43.697315,40.312775,3.714,22,30,268,186,52,325
2786,218,83,186,12427.06,1296.2,43.697315,40.312824,3.826,22,25,218,186,51,324
2787,233,90,186,12430.96,1296.2,43.697315,40.312874,3.658,22,25,233,186,52,320
2788,298,74,186,12434.53,1296.4,43.697315,40.312916,3.714,22,38,298,186,52,325
2789,262,82,186,12438.18,1296.8,43.697315,40.31296,3.742,22,31,262,186,49,322
2790,224,80,186,12441.73,1297.0,43.69731,40.313004,3.611,22,27,224,186,55,320
2791,246,81,186,12445.65,1297.4,43.6973,40.31305,4.05,22,29,246,186,48,323
2792,269,82,186,12449.34,1297.6,43.69728,40.313087,3.499,22,31,269,186,52,322
2793,298,89,186,12452.06,1297.8,43.69727,40.313118,2.855,22,32,298,186,54,322
2794,236,89,186,12453.72,1298.0,43.69726,40.313137,1.53,22,25,236,186,54,325
2795,202,88,186,12455.13,1298.2,43.697266,40.313156,2.538,22,22,202,186,47,322
2796,203,85,186,12456.8,1298.6,43.697266,40.313175,1.754,22,23,203,186,46,324
2797,258,89,186,12458.31,1298.8,43.697258,40.313194,2.221,22,28,258,186,52,323
2798,226,89,186,12461.04,1299.0,43.697235,40.31321,2.407,22,24,226,186,50,323
2799,226,89,186,12463.9,1299.4,43.697205,40.313225,2.482,22,24,226,186,53,323
2800,254,89,186,12466.01,1299.6,43.697186,40.31324,1.54,22,27,254,186,57,319
2801,303,86,186,12469.45,1299.6,43.697174,40.31328,2.351,22,34,303,186,51,324
2802,244,93,186,12473.88,1300.0,43.697174,40.313335,3.144,22,25,244,186,53,321
2803,177,89,187,12479.57,1300.2,43.697178,40.313408,3.76,22,19,177,187,47,322
2804,178,91,187,12487.68,1300.4,43.697186,40.313507,4.087,22,19,178,187,48,320
2805,186,92,186,12495.49,1300.8,43.697193,40.313606,4.581,22,19,186,186,43,324
2806,236,94,186,12503.77,1301.0,43.6972,40.31371,5.057,22,24,236,186,43,321
2807,194,95,186,12510.53,1301.2,43.69721,40.313793,5.207,22,20,194,186,52,318
2808,187,98,186,12517.3,1301.4,43.697212,40.313877,5.328,22,18,187,186,49,325
2809,179,98,186,12523.58,1301.6,43.69722,40.313953,5.496,22,17,179,186,54,321
2810,168,102,186,12529.72,1301.8,43.697224,40.31403,5.458,22,16,168,186,44,322
2811,0,102,186,12535.15,1301.8,43.697224,40.3141,4.88,22,0,0,186,53,322
2812,0,102,186,12539.87,1302.2,43.69723,40.314156,4.078,22,0,0,186,53,321
2813,0,0,186,12543.84,1302.4,43.697243,40.3142,3.872,22,0,0,186,,321
2814,177,61,186,12546.64,1302.8,43.69726,40.314228,4.068,22,28,177,186,48,322
2815,267,82,186,12550.23,1303.0,43.69725,40.314274,5.701,22,31,267,186,53,320
2816,215,82,186,12556.09,1303.0,43.697243,40.314346,5.654,22,25,215,186,53,322
2817,319,87,186,12564.4,1303.2,43.697258,40.314445,6.485,22,35,319,186,46,643
2818,232,89,186,12571.49,1303.2,43.697266,40.314533,6.718,22,25,232,186,52,320
2819,131,88,186,12579.65,1303.4,43.697277,40.314636,6.867,22,14,131,186,54,323
2820,161,88,186,12588.03,1303.6,43.697285,40.31474,6.97,22,17,161,186,39,317
2821,217,90,186,12596.38,1303.6,43.697292,40.314842,7.017,22,23,217,186,39,323
2822,217,89,185,12604.91,1303.8,43.6973,40.31495,7.11,22,23,217,185,48,321
2823,199,89,186,12613.57,1303.8,43.697308,40.315056,7.138,22,21,199,186,50,322
2824,259,92,186,12621.93,1303.8,43.69731,40.31516,7.418,22,27,259,186,45,318
2825,234,93,185,12630.43,1303.8,43.697315,40.315266,7.371,22,24,234,185,52,321
2826,211,95,185,12638.82,1303.8,43.697323,40.31537,7.39,22,21,211,185,55,322
2827,188,92,185,12647.13,1303.8,43.69733,40.31547,7.343,22,20,188,185,44,318
2828,203,92,185,12655.39,1304.0,43.69734,40.315575,7.399,22,21,203,185,43,322
2829,248,94,185,12663.38,1304.0,43.697342,40.31567,7.455,22,25,248,185,51,321
2830,205,95,185,12671.45,1304.0,43.697342,40.315773,7.614,22,21,205,185,50,318
2831,224,95,185,12679.26,1304.2,43.697327,40.31587,7.782,22,23,224,185,46,322
2832,255,97,185,12687.04,1304.2,43.697304,40.31596,7.707,22,25,255,185,50,321
2833,179,97,185,12694.92,1304.6,43.69727,40.316044,7.744,22,18,179,185,45,320
2834,235,95,185,12702.09,1304.6,43.697224,40.316113,7.483,22,24,235,185,45,319
2835,213,96,185,12709.3,1304.6,43.697166,40.316154,7.567,22,21,213,185,53,322
2836,215,94,184,12716.55,1304.8,43.6971,40.316174,7.381,22,22,215,184,49,321
2837,306,96,184,12723.9,1304.8,43.697033,40.316166,7.651,22,30,306,184,50,322
2838,348,99,184,12731.46,1304.8,43.696968,40.316135,7.698,22,34,348,184,50,317
2839,239,96,184,12739.05,1304.8,43.69691,40.316086,7.362,22,24,239,184,52,323
2840,334,99,184,12746.37,1305.0,43.696865,40.316017,7.502,22,32,334,184,52,321
2841,248,97,184,12753.66,1305.0,43.69684,40.315937,7.539,22,24,248,184,49,317
2842,242,95,184,12761.08,1305.2,43.69682,40.315845,7.53,22,24,242,184,49,325
2843,291,96,184,12768.62,1305.2,43.696808,40.315754,7.595,22,29,291,184,50,321
2844,279,95,184,12776.19,1305.2,43.696796,40.315662,7.493,22,28,279,184,54,318
2845,284,93,184,12783.62,1305.2,43.69679,40.31557,7.409,22,29,284,184,49,321
2846,299,94,184,12791.0,1305.4,43.69678,40.31548,7.371,21,30,299,184,50,323
2847,300,90,184,12798.27,1305.4,43.69677,40.31539,7.287,21,32,300,184,50,317
2848,398,92,184,12805.49,1305.4,43.696754,40.315304,7.222,21,41,398,184,50,324
2849,318,91,184,12812.72,1305.6,43.69674,40.315216,7.259,21,33,318,184,54,320
2850,260,88,184,12819.95,1305.6,43.696724,40.31513,7.119,21,28,260,184,50,644
2851,236,88,184,12827.03,1305.8,43.696712,40.31504,6.895,21,26,236,184,50,318
2852,205,116,184,12833.91,1306.0,43.696697,40.31496,6.643,21,17,205,184,54,321
2853,182,92,184,12840.53,1306.2,43.696682,40.31488,6.401,21,19,182,184,47,322
2854,308,105,184,12846.99,1306.6,43.696667,40.3148,6.392,21,28,308,184,47,318
2855,364,111,184,12853.5,1306.8,43.69665,40.314724,6.503,21,31,364,184,48,323
2856,201,102,184,12859.81,1307.2,43.696636,40.314648,5.981,21,19,201,184,51,319
2857,273,93,184,12865.46,1307.6,43.69662,40.314583,5.514,21,28,273,184,45,323
2858,307,95,184,12870.66,1307.8,43.696606,40.31452,5.188,21,31,307,184,52,319
2859,286,93,184,12875.27,1308.0,43.69659,40.31447,4.628,21,29,286,184,50,318
2860,356,94,184,12880.15,1308.6,43.69657,40.31441,4.824,21,36,356,184,53,322
2861,259,95,184,12885.68,1309.2,43.696556,40.314346,5.337,21,26,259,184,53,319
2862,209,92,184,12891.41,1309.6,43.69654,40.31428,5.673,21,22,209,184,54,319
2863,269,92,183,12897.06,1310.2,43.69653,40.314213,5.785,21,28,269,183,44,323
2864,241,90,183,12902.19,1310.8,43.696518,40.31415,5.524,21,26,241,183,57,322
2865,253,89,183,12907.22,1311.2,43.696507,40.31409,5.356,21,27,253,183,48,320
2866,230,89,183,12912.37,1311.6,43.69649,40.31403,5.374,21,25,230,183,52,318
2867,182,85,184,12917.53,1312.0,43.696476,40.31397,5.244,21,20,182,184,52,323
2868,145,83,183,12922.36,1312.2,43.69646,40.31391,5.057,21,17,145,183,47,322
2869,133,76,183,12927.13,1312.6,43.69646,40.31385,4.992,21,17,133,183,25,320
2870,432,82,183,12931.28,1313.0,43.696438,40.31381,4.712,21,50,432,183,51,322
2871,381,87,183,12935.28,1313.4,43.696465,40.313747,4.236,21,42,381,183,51,322
2872,325,90,183,12938.42,1313.8,43.696438,40.313717,4.516,21,34,325,183,54,320
2873,265,87,184,12941.58,1314.2,43.696423,40.313683,5.188,21,29,265,184,51,324
2874,224,96,184,12945.13,1314.6,43.69642,40.31364,4.665,21,22,224,184,49,320
2875,206,92,184,12949.4,1315.0,43.696396,40.3136,4.087,21,21,206,184,49,321
